Resource Type,Metric,Metric Display Name,Unit,Aggregation Type,Description,Enable for monitoring,Alert Type,Tag Name,Threshold,Threshold Sensitivity,Operator,Eval Frequency,Window Size,Failing Periods,Evaluation Periods,Aggregation Time,Alert Name,Alert Description,Severity
Microsoft.NetworkCloud/clusters,ApiserverTlsHandshakeErrorsTotal,APIServer TLS Handshake Err (Preview),Count,Average,Number of requests dropped with 'TLS handshake' error. In the absence of data this metric will retain the most recent value emitted.,,,,,,,,,,,,,,
Microsoft.NetworkCloud/storageAppliances,PurefaHostPerformanceBandwidthBytes,Nexus Storage Host Bandwidth Bytes,Bytes,Average,Host bandwidth of the pure storage array in bytes per second. In the absence of data this metric will retain the most recent value emitted.,,,,,,,,,,,,,,
Microsoft.NetworkCloud/storageAppliances,PurefaHostPerformanceLatencyMs,Nexus Storage Host Latency,MilliSeconds,Average,Latency of the pure storage array hosts. In the absence of data this metric will default to 0.,,,,,,,,,,,,,,
Microsoft.NetworkCloud/storageAppliances,PurefaHostPerformanceThroughputIops,Nexus Storage Host Performance Throughput Iops,Count,Average,The host throughput in I/O operations per second. In the absence of data this metric will retain the most recent value emitted.,,,,,,,,,,,,,,
Microsoft.NetworkCloud/storageAppliances,PurefaHostSpaceBytesV2,Nexus Storage Host Space Bytes,Bytes,Average,Storage array host space. In the absence of data this metric will retain the most recent value emitted.,,,,,,,,,,,,,,
Microsoft.NetworkCloud/storageAppliances,PurefaHostSpaceDataReductionRatioV2,Nexus Storage Host Space Data Reduction Ratio,Count,Average,Host space data reduction ratio. In the absence of data this metric will retain the most recent value emitted.,,,,,,,,,,,,,,
Microsoft.NetworkFunction/azureTrafficCollectors,count,Flow Records,Count,"Average, Total (Sum)",Flow Records Processed by ATC.,,,,,,,,,,,,,,
Microsoft.NetworkFunction/azureTrafficCollectors,usage_active,CPU Usage,Percent,"Average, Minimum, Maximum",CPU Usage Percentage.,,,,,,,,,,,,,,
Microsoft.NetworkFunction/azureTrafficCollectors,used_percent,Memory Usage,Percent,Average,Memory Usage Percentage.,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,incoming,Incoming Messages,Count,Total (Sum),The count of all successful send API calls.,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,incoming.all.failedrequests,All Incoming Failed Requests,Count,Total (Sum),Total incoming failed requests for a notification hub,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,incoming.all.requests,All Incoming Requests,Count,Total (Sum),Total incoming requests for a notification hub,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,incoming.scheduled,Scheduled Push Notifications Sent,Count,Total (Sum),Scheduled Push Notifications Sent,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,incoming.scheduled.cancel,Scheduled Push Notifications Cancelled,Count,Total (Sum),Scheduled Push Notifications Cancelled,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,installation.all,Installation Management Operations,Count,Total (Sum),Installation Management Operations,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,installation.delete,Delete Installation Operations,Count,Total (Sum),Delete Installation Operations,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,installation.get,Get Installation Operations,Count,Total (Sum),Get Installation Operations,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,installation.patch,Patch Installation Operations,Count,Total (Sum),Patch Installation Operations,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,installation.upsert,Create or Update Installation Operations,Count,Total (Sum),Create or Update Installation Operations,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,notificationhub.pushes,All Outgoing Notifications,Count,Total (Sum),All outgoing notifications of the notification hub,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.allpns.badorexpiredchannel,Bad or Expired Channel Errors,Count,Total (Sum),The count of pushes that failed because the channel/token/registrationId in the registration was expired or invalid.,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.allpns.channelerror,Channel Errors,Count,Total (Sum),The count of pushes that failed because the channel was invalid not associated with the correct app throttled or expired.,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.allpns.invalidpayload,Payload Errors,Count,Total (Sum),The count of pushes that failed because the PNS returned a bad payload error.,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.allpns.pnserror,External Notification System Errors,Count,Total (Sum),The count of pushes that failed because there was a problem communicating with the PNS (excludes authentication problems).,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.allpns.success,Successful notifications,Count,Total (Sum),The count of all successful notifications.,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.apns.badchannel,APNS Bad Channel Error,Count,Total (Sum),The count of pushes that failed because the token is invalid (APNS status code: 8).,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.apns.expiredchannel,APNS Expired Channel Error,Count,Total (Sum),The count of token that were invalidated by the APNS feedback channel.,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.apns.invalidcredentials,APNS Authorization Errors,Count,Total (Sum),The count of pushes that failed because the PNS did not accept the provided credentials or the credentials are blocked.,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.apns.invalidnotificationsize,APNS Invalid Notification Size Error,Count,Total (Sum),The count of pushes that failed because the payload was too large (APNS status code: 7).,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.apns.pnserror,APNS Errors,Count,Total (Sum),The count of pushes that failed because of errors communicating with APNS.,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.apns.success,APNS Successful Notifications,Count,Total (Sum),The count of all successful notifications.,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.fcmv1.badchannel,FCMv1 Bad Channel Errors,Count,Total (Sum),The count of pushes that failed because the registrationId in the registration was not recognized (FCMv1 result: Invalid registration Missing Registration Not registered Not found or Gone).,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.fcmv1.invalidcredentials,FCMv1 Authorization Errors (Invalid Credentials),Count,Total (Sum),The count of pushes that failed because the PNS did not accept the provided credentials (FCMv1 result: Sender Id Mismatch Unauthorized or Forbidden).,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.fcmv1.invalidnotificationformat,FCMv1 Invalid Notification Format,Count,Total (Sum),The count of pushes that failed because the payload was not formatted correctly (FCMv1 result: Invalid TTL Invalid parameters or Invalid data key).,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.fcmv1.invalidnotificationsize,FCMv1 Invalid Notification Size Errors,Count,Total (Sum),The count of pushes that failed because the payload was too large (FCMv1 result: Message too big).,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.fcmv1.pnserror,FCMv1 Errors,Count,Total (Sum),The count of pushes that failed because of errors communicating with FCMv1.,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.fcmv1.success,FCMv1 Successful Notifications,Count,Total (Sum),The count of all successful notifications.,,,,,,,,,,,,,,
Microsoft.NotificationHubs/namespaces/notificationHubs,outgoing.fcmv1.throttled,FCMv1 Throttled Notifications,Count,Total (Sum),The count of pushes that failed because FCMv1 throttled this app (FCMv1 Result: Quota Exceeded or 429).,,,,,,,,,,,,,,
